"Year","State","Race","Sex","Deaths","Population","Crude Rate","Age-Adjusted Rate","Years of Potential Life Lost"
"2008","California","White","Females","1,303","13,954,544","9.34","9.15","34,709"
"2008","California","Black","Males","198","1,313,789","15.07","15.81","5,562"
"2008","California","Black","Females","145","1,348,565","10.75","10.75","4,059"
"2008","California","American Indian / Alaska Native","Males","26","337,772","7.70","8.18","768"
"2008","California","American Indian / Alaska Native","Females","23","331,895","6.93","7.33","684"
"2008","California","Asian / Pacific Islander","Males","52","2,520,002","2.06","1.99","1,772"
"2008","California","Asian / Pacific Islander","Females","42","2,761,968","1.52","1.43","1,492"
"2008","Colorado","White","Males","405","2,213,403","18.30","17.56","13,287"
"2008","Colorado","White","Females","286","2,201,124","12.99","12.47","8,544"
"2008","Colorado","Black","Males","26","120,954","21.50","26.85","670"
"2008","Colorado","Black","Females","17","110,838","15.34","18.00","436"
"2008","Colorado","American Indian / Alaska Native","Males","0","42,532","0","0","0"
"2008","Colorado","American Indian / Alaska Native","Females","0","41,584","0","0","0"
"2008","Colorado","Asian / Pacific Islander","Males","0","73,781","0","0","0"
"2008","Colorado","Asian / Pacific Islander","Females","0","85,514","0","0","0"
"2008","Connecticut","White","Males","231","1,454,712","15.88","16.13","8,325"
"2008","Connecticut","White","Females","128","1,529,304","8.37","8.18","3,915"
"2008","Connecticut","Black","Males","16","191,680","8.35","9.00","411"
"2008","Connecticut","Black","Females","0","209,963","0","0","0"
"2008","Connecticut","American Indian / Alaska Native","Males","0","9,213","0","0","0"
"2008","Connecticut","American Indian / Alaska Native","Females","0","9,225","0","0","0"
"2008","Connecticut","Asian / Pacific Islander","Males","0","69,225","0","0","0"
"2008","Connecticut","Asian / Pacific Islander","Females","0","72,257","0","0","0"
"2008","Delaware","White","Males","64","317,486","20.16","20.73","2,211"
"2008","Delaware","White","Females","47","332,825","14.12","14.91","1,672"
"2008","Delaware","Black","Males","0","93,496","0","0","0"
"2008","Delaware","Black","Females","0","104,317","0","0","0"
"2008","Delaware","American Indian / Alaska Native","Males","0","2,944","0","0","0"
"2008","Delaware","American Indian / Alaska Native","Females","0","2,957","0","0","0"
"2008","Delaware","Asian / Pacific Islander","Males","0","14,467","0","0","0"
"2008","Delaware","Asian / Pacific Islander","Females","0","15,382","0","0","0"
"2008","District of Columbia","White","Males","0","117,737","0","0","0"
"2008","District of Columbia","White","Females","0","117,683","0","0","0"
"2008","District of Columbia","Black","Males","34","144,700","23.50","21.49","790"
"2008","District of Columbia","Black","Females","10","173,692","5.76","5.30","251"
"2008","District of Columbia","American Indian / Alaska Native","Males","0","1,796","0","0","0"
"2008","District of Columbia","American Indian / Alaska Native","Females","0","1,894","0","0","0"
"2008","District of Columbia","Asian / Pacific Islander","Males","0","9,738","0","0","0"
"2008","District of Columbia","Asian / Pacific Islander","Females","0","12,996","0","0","0"
"2008","Florida","White","Males","1,786","7,286,783","24.51","24.95","62,005"
"2008","Florida","White","Females","1,000","7,546,154","13.25","13.26","30,120"
"2008","Florida","Black","Males","104","1,486,562","7.00","7.49","3,396"
"2008","Florida","Black","Females","55","1,599,833","3.44","3.55","1,864"
"2008","Florida","American Indian / Alaska Native","Males","0","49,611","0","0","0"
"2008","Florida","American Indian / Alaska Native","Females","0","46,031","0","0","0"
"2008","Florida","Asian / Pacific Islander","Males","0","239,070","0","0","0"
"2008","Florida","Asian / Pacific Islander","Females","0","273,261","0","0","0"
"2008","Georgia","White","Males","486","3,072,335","15.82","15.39","17,628"
"2008","Georgia","White","Females","298","3,093,581","9.63","9.48","8,696"
"2008","Georgia","Black","Males","90","1,390,436","6.47","7.06","2,614"
"2008","Georgia","Black","Females","54","1,572,192","3.44","3.45","1,667"
"2008","Georgia","American Indian / Alaska Native","Males","0","25,454","0","0","0"
"2008","Georgia","American Indian / Alaska Native","Females","0","23,086","0","0","0"
"2008","Georgia","Asian / Pacific Islander","Males","0","159,634","0","0","0"
"2008","Georgia","Asian / Pacific Islander","Females","0","168,125","0","0","0"
"2008","Hawaii","White","Males","37","215,178","17.20","17.06","1,172"
"2008","Hawaii","White","Females","27","188,597","14.32","13.26","679"
"2008","Hawaii","Black","Males","0","19,340","0","0","0"
"2008","Hawaii","Black","Females","0","13,727","0","0","0"
"2008","Hawaii","American Indian / Alaska Native","Males","0","3,094","0","0","0"
"2008","Hawaii","American Indian / Alaska Native","Females","0","2,750","0","0","0"
"2008","Hawaii","Asian / Pacific Islander","Males","33","429,288","7.69","7.68","922"
"2008","Hawaii","Asian / Pacific Islander","Females","19","460,239","4.13","3.99","555"
"2008","Idaho","White","Males","74","736,219","10.05","10.30","2,284"
"2008","Idaho","White","Females","69","731,524","9.43","9.90","1,994"
"2008","Idaho","Black","Males","0","7,985","0","0","0"
"2008","Idaho","Black","Females","0","6,259","0","0","0"
"2008","Idaho","American Indian / Alaska Native","Males","0","14,066","0","0","0"
"2008","Idaho","American Indian / Alaska Native","Females","0","13,935","0","0","0"
"2008","Idaho","Asian / Pacific Islander","Males","0","11,258","0","0","0"
"2008","Idaho","Asian / Pacific Islander","Females","0","13,074","0","0","0"
"2008","Illinois","White","Males","736","4,999,575","14.72","14.55","27,022"
"2008","Illinois","White","Females","348","5,103,088","6.82","6.78","11,059"
"2008","Illinois","Black","Males","174","917,777","18.96","20.71","5,157"
"2008","Illinois","Black","Females","83","1,037,454","8.00","8.42","2,271"
"2008","Illinois","American Indian / Alaska Native","Males","0","39,142","0","0","0"
"2008","Illinois","American Indian / Alaska Native","Females","0","37,676","0","0","0"
"2008","Illinois","Asian / Pacific Islander","Males","0","297,007","0","0","0"
"2008","Illinois","Asian / Pacific Islander","Females","0","315,319","0","0","0"
"2008","Indiana","White","Males","480","2,793,841","17.18","17.44","17,777"
"2008","Indiana","White","Females","298","2,870,969","10.38","10.58","9,349"
"2008","Indiana","Black","Males","32","300,246","10.66","12.51","1,009"
"2008","Indiana","Black","Females","18","323,939","5.56","5.95","578"
"2008","Indiana","American Indian / Alaska Native","Males","0","13,696","0","0","0"
"2008","Indiana","American Indian / Alaska Native","Females","0","13,291","0","0","0"
"2008","Indiana","Asian / Pacific Islander","Males","0","53,060","0","0","0"
"2008","Indiana","Asian / Pacific Islander","Females","0","55,764","0","0","0"
"2008","Iowa","White","Males","118","1,404,470","8.40","8.51","4,130"
"2008","Iowa","White","Females","85","1,443,448","5.89","6.12","2,422"
"2008","Iowa","Black","Males","0","52,346","0","0","0"
"2008","Iowa","Black","Females","0","47,276","0","0","0"
"2008","Iowa","American Indian / Alaska Native","Males","0","7,251","0","0","0"
"2008","Iowa","American Indian / Alaska Native","Females","0","7,204","0","0","0"
"2008","Iowa","Asian / Pacific Islander","Males","0","27,128","0","0","0"
"2008","Iowa","Asian / Pacific Islander","Females","0","27,611","0","0","0"
"2008","Kansas","White","Males","98","1,241,957","7.89","8.14","3,430"
"2008","Kansas","White","Females","102","1,266,406","8.05","8.11","3,023"
"2008","Kansas","Black","Males","0","96,010","0","0","0"
"2008","Kansas","Black","Females","0","92,475","0","0","0"
"2008","Kansas","American Indian / Alaska Native","Males","0","19,009","0","0","0"
"2008","Kansas","American Indian / Alaska Native","Females","0","19,028","0","0","0"
"2008","Kansas","Asian / Pacific Islander","Males","0","35,537","0","0","0"
"2008","Kansas","Asian / Pacific Islander","Females","0","37,654","0","0","0"
"2008","Kentucky","White","Males","442","1,901,122","23.25","23.54","15,681"
"2008","Kentucky","White","Females","304","1,971,188","15.42","15.29","9,470"
"2008","Kentucky","Black","Males","12","173,574","6.91","7.17","365"
"2008","Kentucky","Black","Females","0","178,462","0","0","0"
"2008","Kentucky","American Indian / Alaska Native","Males","0","6,237","0","0","0"
"2008","Kentucky","American Indian / Alaska Native","Females","0","5,823","0","0","0"
"2008","Kentucky","Asian / Pacific Islander","Males","0","25,413","0","0","0"
"2008","Kentucky","Asian / Pacific Islander","Females","0","28,059","0","0","0"
"2008","Louisiana","White","Males","318","1,425,574","22.31","21.97","11,204"
"2008","Louisiana","White","Females","212","1,458,073","14.54","14.92","6,954"
"2008","Louisiana","Black","Males","76","686,929","11.06","12.45","2,459"
"2008","Louisiana","Black","Females","36","757,547","4.75","5.10","1,189"
"2008","Louisiana","American Indian / Alaska Native","Males","0","17,099","0","0","0"
"2008","Louisiana","American Indian / Alaska Native","Females","0","16,979","0","0","0"
"2008","Louisiana","Asian / Pacific Islander","Males","0","36,354","0","0","0"
"2008","Louisiana","Asian / Pacific Islander","Females","0","37,031","0","0","0"
"2008","Maine","White","Males","95","629,432","15.09","15.87","3,436"
"2008","Maine","White","Females","64","657,885","9.73","9.24","1,839"
"2008","Maine","Black","Males","0","10,217","0","0","0"
"2008","Maine","Black","Females","0","8,288","0","0","0"
"2008","Maine","American Indian / Alaska Native","Males","0","5,015","0","0","0"
"2008","Maine","American Indian / Alaska Native","Females","0","5,129","0","0","0"
"2008","Maine","Asian / Pacific Islander","Males","0","6,432","0","0","0"
"2008","Maine","Asian / Pacific Islander","Females","0","8,111","0","0","0"
"2008","Maryland","White","Males","349","1,761,956","19.81","19.22","11,899"
"2008","Maryland","White","Females","165","1,817,711","9.08","8.74","5,141"
"2008","Maryland","Black","Males","115","812,484","14.15","14.51","3,146"
"2008","Maryland","Black","Females","63","929,283","6.78","6.47","2,051"
"2008","Maryland","American Indian / Alaska Native","Males","0","16,781","0","0","0"
"2008","Maryland","American Indian / Alaska Native","Females","0","16,002","0","0","0"
"2008","Maryland","Asian / Pacific Islander","Males","0","157,956","0","0","0"
"2008","Maryland","Asian / Pacific Islander","Females","0","172,792","0","0","0"
"2008","Massachusetts","White","Males","508","2,690,834","18.88","18.75","17,601"
"2008","Massachusetts","White","Females","225","2,871,383","7.84","7.45","6,518"
"2008","Massachusetts","Black","Males","35","249,169","14.05","14.57","1,121"
"2008","Massachusetts","Black","Females","13","267,871","4.85","5.10","416"
"2008","Massachusetts","American Indian / Alaska Native","Males","0","16,162","0","0","0"
"2008","Massachusetts","American Indian / Alaska Native","Females","0","15,973","0","0","0"
"2008","Massachusetts","Asian / Pacific Islander","Males","0","172,072","0","0","0"
"2008","Massachusetts","Asian / Pacific Islander","Females","0","185,503","0","0","0"
"2008","Michigan","White","Males","640","4,006,453","15.97","16.03","22,169"
"2008","Michigan","White","Females","424","4,112,196","10.31","10.22","13,361"
"2008","Michigan","Black","Males","100","706,557","14.15","15.12","2,814"
"2008","Michigan","Black","Females","63","779,124","8.09","8.07","1,623"
"2008","Michigan","American Indian / Alaska Native","Males","0","40,692","0","0","0"
"2008","Michigan","American Indian / Alaska Native","Females","0","41,799","0","0","0"
"2008","Michigan","Asian / Pacific Islander","Males","0","127,288","0","0","0"
"2008","Michigan","Asian / Pacific Islander","Females","0","132,780","0","0","0"
"2008","Minnesota","White","Males","200","2,309,173","8.66","8.33","6,957"
"2008","Minnesota","White","Females","139","2,348,402","5.92","5.76","4,145"
"2008","Minnesota","Black","Males","15","150,196","9.99","11.95","464"
"2008","Minnesota","Black","Females","0","144,348","0","0","0"
"2008","Minnesota","American Indian / Alaska Native","Males","0","37,984","0","0","0"
"2008","Minnesota","American Indian / Alaska Native","Females","10","37,764","26.48","28.03","419"
"2008","Minnesota","Asian / Pacific Islander","Males","0","106,993","0","0","0"
"2008","Minnesota","Asian / Pacific Islander","Females","0","112,158","0","0","0"
"2008","Mississippi","White","Males","155","889,457","17.43","17.40","5,323"
"2008","Mississippi","White","Females","123","909,942","13.52","13.77","3,535"
"2008","Mississippi","Black","Males","13","519,396","2.50","3.03","412"
"2008","Mississippi","Black","Females","11","583,820","1.88","1.94","293"
"2008","Mississippi","American Indian / Alaska Native","Males","0","8,427","0","0","0"
"2008","Mississippi","American Indian / Alaska Native","Females","0","8,325","0","0","0"
"2008","Mississippi","Asian / Pacific Islander","Males","0","13,571","0","0","0"
"2008","Mississippi","Asian / Pacific Islander","Females","0","14,868","0","0","0"
"2008","Missouri","White","Males","424","2,486,376","17.05","17.31","15,323"
"2008","Missouri","White","Females","270","2,571,160","10.50","10.76","8,561"
"2008","Missouri","Black","Males","52","341,855","15.21","16.09","1,446"
"2008","Missouri","Black","Females","17","377,868","4.50","4.62","565"
"2008","Missouri","American Indian / Alaska Native","Males","0","18,781","0","0","0"
"2008","Missouri","American Indian / Alaska Native","Females","0","18,676","0","0","0"
"2008","Missouri","Asian / Pacific Islander","Males","0","52,067","0","0","0"
"2008","Missouri","Asian / Pacific Islander","Females","0","57,133","0","0","0"
"2008","Montana","White","Males","66","449,334","14.69","15.01","2,183"
"2008","Montana","White","Females","56","445,465","12.57","12.69","1,676"
"2008","Montana","Black","Males","0","3,958","0","0","0"
"2008","Montana","Black","Females","0","2,707","0","0","0"
"2008","Montana","American Indian / Alaska Native","Males","0","33,317","0","0","0"
"2008","Montana","American Indian / Alaska Native","Females","0","33,885","0","0","0"
"2008","Montana","Asian / Pacific Islander","Males","0","3,329","0","0","0"
"2008","Montana","Asian / Pacific Islander","Females","0","4,420","0","0","0"
"2008","Nebraska","White","Males","43","814,650","5.28","5.50","1,305"
"2008","Nebraska","White","Females","43","829,811","5.18","5.36","1,219"
"2008","Nebraska","Black","Males","0","46,423","0","0","0"
"2008","Nebraska","Black","Females","0","45,477","0","0","0"
"2008","Nebraska","American Indian / Alaska Native","Males","0","12,436","0","0","0"
"2008","Nebraska","American Indian / Alaska Native","Females","0","12,215","0","0","0"
"2008","Nebraska","Asian / Pacific Islander","Males","0","17,055","0","0","0"
"2008","Nebraska","Asian / Pacific Islander","Females","0","18,311","0","0","0"
"2008","Nevada","White","Males","277","1,091,495","25.38","24.71","9,068"
"2008","Nevada","White","Females","191","1,043,749","18.30","18.17","5,717"
"2008","Nevada","Black","Males","26","123,314","21.08","21.89","764"
"2008","Nevada","Black","Females","13","120,886","10.75","11.68","347"
"2008","Nevada","American Indian / Alaska Native","Males","0","23,836","0","0","0"
"2008","Nevada","American Indian / Alaska Native","Females","0","23,761","0","0","0"
"2008","Nevada","Asian / Pacific Islander","Males","0","104,384","0","0","0"
"2008","Nevada","Asian / Pacific Islander","Females","0","122,205","0","0","0"
"2008","New Hampshire","White","Males","70","622,292","11.25","11.15","2,339"
"2008","New Hampshire","White","Females","55","640,059","8.59","8.21","1,585"
"2008","New Hampshire","Black","Males","0","10,352","0","0","0"
"2008","New Hampshire","Black","Females","0","8,596","0","0","0"
"2008","New Hampshire","American Indian / Alaska Native","Males","0","2,351","0","0","0"
"2008","New Hampshire","American Indian / Alaska Native","Females","0","2,264","0","0","0"
"2008","New Hampshire","Asian / Pacific Islander","Males","0","14,335","0","0","0"
"2008","New Hampshire","Asian / Pacific Islander","Females","0","15,657","0","0","0"
"2008","New Jersey","White","Males","407","3,235,980","12.58","12.63","14,687"
"2008","New Jersey","White","Females","201","3,375,728","5.95","5.80","5,955"
"2008","New Jersey","Black","Males","60","619,064","9.69","10.14","1,868"
"2008","New Jersey","Black","Females","30","692,632","4.33","4.28","902"
"2008","New Jersey","American Indian / Alaska Native","Males","0","26,240","0","0","0"
"2008","New Jersey","American Indian / Alaska Native","Females","0","25,023","0","0","0"
"2008","New Jersey","Asian / Pacific Islander","Males","0","359,905","0","0","0"
"2008","New Jersey","Asian / Pacific Islander","Females","0","376,518","0","0","0"
"2008","New Mexico","White","Males","308","842,967","36.54","37.94","10,724"
"2008","New Mexico","White","Females","168","864,490","19.43","19.66","5,098"
"2008","New Mexico","Black","Males","0","28,958","0","0","0"
"2008","New Mexico","Black","Females","0","25,383","0","0","0"
"2008","New Mexico","American Indian / Alaska Native","Males","22","103,747","21.21","23.99","817"
"2008","New Mexico","American Indian / Alaska Native","Females","12","109,649","10.94","10.79","420"
"2008","New Mexico","Asian / Pacific Islander","Males","0","16,412","0","0","0"
"2008","New Mexico","Asian / Pacific Islander","Females","0","19,056","0","0","0"
"2008","New York","White","Males","969","6,867,660","14.11","13.65","32,049"
"2008","New York","White","Females","475","7,190,126","6.61","6.35","13,787"
"2008","New York","Black","Males","150","1,610,310","9.32","9.76","3,937"
"2008","New York","Black","Females","75","1,863,557","4.03","3.95","2,145"
"2008","New York","American Indian / Alaska Native","Males","0","97,016","0","0","0"
"2008","New York","American Indian / Alaska Native","Females","0","97,984","0","0","0"
"2008","New York","Asian / Pacific Islander","Males","12","718,609","1.67","1.60","426"
"2008","New York","Asian / Pacific Islander","Females","0","767,174","0","0","0"
"2008","North Carolina","White","Males","659","3,379,746","19.50","19.44","24,140"
"2008","North Carolina","White","Females","421","3,476,487","12.11","11.97","12,744"
"2008","North Carolina","Black","Males","57","978,286","5.83","5.73","1,668"
"2008","North Carolina","Black","Females","38","1,106,615","3.43","3.48","1,227"
"2008","North Carolina","American Indian / Alaska Native","Males","12","73,322","16.37","15.83","492"
"2008","North Carolina","American Indian / Alaska Native","Females","0","73,848","0","0","0"
"2008","North Carolina","Asian / Pacific Islander","Males","0","106,719","0","0","0"
"2008","North Carolina","Asian / Pacific Islander","Females","0","114,426","0","0","0"
"2008","North Dakota","White","Males","24","303,954","7.90","8.36","847"
"2008","North Dakota","White","Females","18","299,614","6.01","6.65","569"
"2008","North Dakota","Black","Males","0","5,276","0","0","0"
"2008","North Dakota","Black","Females","0","3,718","0","0","0"
"2008","North Dakota","American Indian / Alaska Native","Males","0","18,681","0","0","0"
"2008","North Dakota","American Indian / Alaska Native","Females","0","19,194","0","0","0"
"2008","North Dakota","Asian / Pacific Islander","Males","0","3,527","0","0","0"
"2008","North Dakota","Asian / Pacific Islander","Females","0","3,605","0","0","0"
"2008","Ohio","White","Males","926","4,790,184","19.33","19.51","32,209"
"2008","Ohio","White","Females","626","4,991,788","12.54","12.56","19,191"
"2008","Ohio","Black","Males","122","709,960","17.18","18.83","3,340"
"2008","Ohio","Black","Females","53","778,042","6.81","7.25","1,540"
"2008","Ohio","American Indian / Alaska Native","Males","0","18,721","0","0","0"
"2008","Ohio","American Indian / Alaska Native","Females","0","19,042","0","0","0"
"2008","Ohio","Asian / Pacific Islander","Males","0","99,932","0","0","0"
"2008","Ohio","Asian / Pacific Islander","Females","0","107,722","0","0","0"
"2008","Oklahoma","White","Males","284","1,442,849","19.68","19.54","10,006"
"2008","Oklahoma","White","Females","196","1,474,557","13.29","13.32","5,574"
"2008","Oklahoma","Black","Males","11","152,578","7.21","8.15","340"
"2008","Oklahoma","Black","Females","10","154,692","6.46","6.78","267"
"2008","Oklahoma","American Indian / Alaska Native","Males","40","183,327","21.82","24.84","1,458"
"2008","Oklahoma","American Indian / Alaska Native","Females","20","187,297","10.68","11.64","718"
"2008","Oklahoma","Asian / Pacific Islander","Males","0","35,451","0","0","0"
"2008","Oklahoma","Asian / Pacific Islander","Females","0","38,225","0","0","0"
"2008","Oregon","White","Males","266","1,700,081","15.65","15.59","9,286"
"2008","Oregon","White","Females","164","1,734,316","9.46","9.24","4,748"
"2008","Oregon","Black","Males","0","47,706","0","0","0"
"2008","Oregon","Black","Females","0","41,680","0","0","0"
"2008","Oregon","American Indian / Alaska Native","Males","0","38,539","0","0","0"
"2008","Oregon","American Indian / Alaska Native","Females","0","37,860","0","0","0"
"2008","Oregon","Asian / Pacific Islander","Males","0","78,887","0","0","0"
"2008","Oregon","Asian / Pacific Islander","Females","0","89,679","0","0","0"
"2008","Pennsylvania","White","Males","1,041","5,242,889","19.86","20.25","37,121"
"2008","Pennsylvania","White","Females","580","5,500,209","10.55","10.78","18,526"
"2008","Pennsylvania","Black","Males","146","701,830","20.80","22.53","4,184"
"2008","Pennsylvania","Black","Females","74","767,770","9.64","10.18","2,403"
"2008","Pennsylvania","American Indian / Alaska Native","Males","0","21,367","0","0","0"
"2008","Pennsylvania","American Indian / Alaska Native","Females","0","21,325","0","0","0"
"2008","Pennsylvania","Asian / Pacific Islander","Males","0","172,904","0","0","0"
"2008","Pennsylvania","Asian / Pacific Islander","Females","0","183,991","0","0","0"
"2008","Rhode Island","White","Males","109","448,178","24.32","23.85","3,637"
"2008","Rhode Island","White","Females","67","481,203","13.92","13.55","2,006"
"2008","Rhode Island","Black","Males","0","40,440","0","0","0"
"2008","Rhode Island","Black","Females","0","41,163","0","0","0"
"2008","Rhode Island","American Indian / Alaska Native","Males","0","4,683","0","0","0"
"2008","Rhode Island","American Indian / Alaska Native","Females","0","5,024","0","0","0"
"2008","Rhode Island","Asian / Pacific Islander","Males","0","16,290","0","0","0"
"2008","Rhode Island","Asian / Pacific Islander","Females","0","18,022","0","0","0"
"2008","South Carolina","White","Males","266","1,545,011","17.22","17.08","8,860"
"2008","South Carolina","White","Females","238","1,584,607","15.02","14.80","6,835"
"2008","South Carolina","Black","Males","41","614,576","6.67","6.91","1,278"
"2008","South Carolina","Black","Females","19","693,889","2.74","2.82","546"
"2008","South Carolina","American Indian / Alaska Native","Males","0","13,046","0","0","0"
"2008","South Carolina","American Indian / Alaska Native","Females","0","12,002","0","0","0"
"2008","South Carolina","Asian / Pacific Islander","Males","0","31,316","0","0","0"
"2008","South Carolina","Asian / Pacific Islander","Females","0","34,549","0","0","0"
"2008","South Dakota","White","Males","21","351,398","5.98","6.35","825"
"2008","South Dakota","White","Females","19","353,220","5.38","5.73","478"
"2008","South Dakota","Black","Males","0","6,848","0","0","0"
"2008","South Dakota","Black","Females","0","4,950","0","0","0"
"2008","South Dakota","American Indian / Alaska Native","Males","11","36,881","29.83","35.10","418"
"2008","South Dakota","American Indian / Alaska Native","Females","0","37,909","0","0","0"
"2008","South Dakota","Asian / Pacific Islander","Males","0","3,761","0","0","0"
"2008","South Dakota","Asian / Pacific Islander","Females","0","4,157","0","0","0"
"2008","Tennessee","White","Males","486","2,475,954","19.63","19.50","16,193"
"2008","Tennessee","White","Females","371","2,570,342","14.43","14.10","10,817"
"2008","Tennessee","Black","Males","44","506,764","8.68","9.31","1,129"
"2008","Tennessee","Black","Females","30","567,920","5.28","5.50","847"
"2008","Tennessee","American Indian / Alaska Native","Males","0","13,887","0","0","0"
"2008","Tennessee","American Indian / Alaska Native","Females","0","12,772","0","0","0"
"2008","Tennessee","Asian / Pacific Islander","Males","0","47,691","0","0","0"
"2008","Tennessee","Asian / Pacific Islander","Females","0","52,081","0","0","0"
"2008","Texas","White","Males","1,173","9,984,575","11.75","11.78","41,521"
"2008","Texas","White","Females","732","10,053,324","7.28","7.46","22,426"
"2008","Texas","Black","Males","90","1,461,166","6.16","6.38","2,732"
"2008","Texas","Black","Females","47","1,565,986","3.00","3.07","1,455"
"2008","Texas","American Indian / Alaska Native","Males","0","124,500","0","0","0"
"2008","Texas","American Indian / Alaska Native","Females","0","119,384","0","0","0"
"2008","Texas","Asian / Pacific Islander","Males","0","488,862","0","0","0"
"2008","Texas","Asian / Pacific Islander","Females","0","511,242","0","0","0"
"2008","Utah","White","Males","276","1,252,341","22.04","23.10","10,247"
"2008","Utah","White","Females","186","1,242,662","14.97","16.57","5,874"
"2008","Utah","Black","Males","0","21,308","0","0","0"
"2008","Utah","Black","Females","0","16,923","0","0","0"
"2008","Utah","American Indian / Alaska Native","Males","0","21,603","0","0","0"
"2008","Utah","American Indian / Alaska Native","Females","0","21,420","0","0","0"
"2008","Utah","Asian / Pacific Islander","Males","0","42,146","0","0","0"
"2008","Utah","Asian / Pacific Islander","Females","0","44,626","0","0","0"
"2008","Vermont","White","Males","46","297,956","15.44","14.71","1,495"
"2008","Vermont","White","Females","26","307,136","8.47","7.84","806"
"2008","Vermont","Black","Males","0","4,244","0","0","0"
"2008","Vermont","Black","Females","0","3,515","0","0","0"
"2008","Vermont","American Indian / Alaska Native","Males","0","1,523","0","0","0"
"2008","Vermont","American Indian / Alaska Native","Females","0","1,516","0","0","0"
"2008","Vermont","Asian / Pacific Islander","Males","0","3,706","0","0","0"
"2008","Vermont","Asian / Pacific Islander","Females","0","4,555","0","0","0"
"2008","Virginia","White","Males","376","2,840,059","13.24","12.97","13,700"
"2008","Virginia","White","Females","260","2,893,402","8.99","8.87","8,690"
"2008","Virginia","Black","Males","48","766,106","6.27","6.23","1,558"
"2008","Virginia","Black","Females","30","836,424","3.59","3.62","1,046"
"2008","Virginia","American Indian / Alaska Native","Males","0","21,580","0","0","0"
"2008","Virginia","American Indian / Alaska Native","Females","0","20,409","0","0","0"
"2008","Virginia","Asian / Pacific Islander","Males","0","216,768","0","0","0"
"2008","Virginia","Asian / Pacific Islander","Females","0","238,748","0","0","0"
"2008","Washington","White","Males","522","2,784,427","18.75","17.97","16,770"
"2008","Washington","White","Females","377","2,792,891","13.50","12.59","10,611"
"2008","Washington","Black","Males","24","156,684","15.32","18.11","674"
"2008","Washington","Black","Females","17","137,864","12.33","14.02","538"
"2008","Washington","American Indian / Alaska Native","Males","31","70,728","43.83","44.70","1,170"
"2008","Washington","American Indian / Alaska Native","Females","22","70,184","31.35","32.39","653"
"2008","Washington","Asian / Pacific Islander","Males","13","257,230","5.05","5.01","443"
"2008","Washington","Asian / Pacific Islander","Females","0","292,223","0","0","0"
"2008","West Virginia","White","Males","283","860,049","32.91","33.77","9,984"
"2008","West Virginia","White","Females","164","893,543","18.35","19.02","5,390"
"2008","West Virginia","Black","Males","0","36,483","0","0","0"
"2008","West Virginia","Black","Females","0","32,353","0","0","0"
"2008","West Virginia","American Indian / Alaska Native","Males","0","2,274","0","0","0"
"2008","West Virginia","American Indian / Alaska Native","Females","0","1,937","0","0","0"
"2008","West Virginia","Asian / Pacific Islander","Males","0","6,593","0","0","0"
"2008","West Virginia","Asian / Pacific Islander","Females","0","7,078","0","0","0"
"2008","Wisconsin","White","Males","322","2,513,226","12.81","12.51","11,300"
"2008","Wisconsin","White","Females","214","2,546,975","8.40","8.11","6,315"
"2008","Wisconsin","Black","Males","40","187,523","21.33","26.52","1,221"
"2008","Wisconsin","Black","Females","21","194,475","10.80","12.06","713"
"2008","Wisconsin","American Indian / Alaska Native","Males","0","32,324","0","0","0"
"2008","Wisconsin","American Indian / Alaska Native","Females","0","32,392","0","0","0"
"2008","Wisconsin","Asian / Pacific Islander","Males","0","65,655","0","0","0"
"2008","Wisconsin","Asian / Pacific Islander","Females","0","68,426","0","0","0"
"2008","Wyoming","White","Males","35","264,369","13.24","13.52","1,256"
"2008","Wyoming","White","Females","33","254,688","12.96","13.46","1,057"
"2008","Wyoming","Black","Males","0","3,706","0","0","0"
"2008","Wyoming","Black","Females","0","2,796","0","0","0"
"2008","Wyoming","American Indian / Alaska Native","Males","0","7,670","0","0","0"
"2008","Wyoming","American Indian / Alaska Native","Females","0","7,575","0","0","0"
"2008","Wyoming","Asian / Pacific Islander","Males","0","2,316","0","0","0"
"2008","Wyoming","Asian / Pacific Islander","Females","0","2,923","0","0","0"
"2007","Alabama","White","Males","261","1,643,115","15.88","16.17","9,809"
"2007","Alabama","White","Females","195","1,697,518","11.49","11.57","5,939"
"2007","Alabama","Black","Males","31","579,036","5.35","6.14","945"
"2007","Alabama","Black","Females","20","664,831","3.01","3.05","541"
"2007","Alabama","American Indian / Alaska Native","Males","0","16,285","0","0","0"
"2007","Alabama","American Indian / Alaska Native","Females","0","15,988","0","0","0"
"2007","Alabama","Asian / Pacific Islander","Males","0","27,129","0","0","0"
"2007","Alabama","Asian / Pacific Islander","Females","0","28,938","0","0","0"
"2007","Alaska","White","Males","38","257,629","14.75","14.04","1,426"
"2007","Alaska","White","Females","22","232,689","9.46","8.33","700"
"2007","Alaska","Black","Males","0","15,842","0","0","0"
"2007","Alaska","Black","Females","0","13,718","0","0","0"
"2007","Alaska","American Indian / Alaska Native","Males","0","58,639","0","0","0"
"2007","Alaska","American Indian / Alaska Native","Females","0","57,614","0","0","0"
"2007","Alaska","Asian / Pacific Islander","Males","0","20,913","0","0","0"
"2007","Alaska","Asian / Pacific Islander","Females","0","23,079","0","0","0"
"2007","Arizona","White","Males","543","2,665,511","20.37","20.81","17,866"
"2007","Arizona","White","Females","329","2,688,894","12.24","12.57","9,931"
